Date,Time,Location_id,ConnectorId,SessionId,EventType,PowerValue
05/01/2025,15:13:58,Parity Office,C1,34bffbf6-6962-b547-c7dd-6ac48b3714f9,START_SESSION_EVENT,22.0
05/01/2025,15:57:56,Parity Office,C1,34bffbf6-6962-b547-c7dd-6ac48b3714f9,STOP_SESSION_EVENT,0.0
06/01/2025,01:49:24,Parity Office,C1,3c7f361b-af7c-8ade-cad4-bf10a1fb8c63,START_SESSION_EVENT,22.0
06/01/2025,05:04:54,Parity Office,C1,3c7f361b-af7c-8ade-cad4-bf10a1fb8c63,STOP_SESSION_EVENT,0.0
06/01/2025,10:12:41,Parity Office,C1,d12d17cc-5361-6b4f-0049-878dcaedd10b,START_SESSION_EVENT,22.0
06/01/2025,10:44:07,Parity Office,C1,d12d17cc-5361-6b4f-0049-878dcaedd10b,STOP_SESSION_EVENT,0.0
06/01/2025,15:01:52,Parity Office,C1,af4711d2-bd60-2ff6-b299-6a526a4d6a3c,START_SESSION_EVENT,22.0
06/01/2025,15:33:18,Parity Office,C1,af4711d2-bd60-2ff6-b299-6a526a4d6a3c,STOP_SESSION_EVENT,0.0
06/01/2025,18:16:33,Parity Office,C1,bc4502de-29a0-494b-e33c-a61352a429b4,START_SESSION_EVENT,22.0
06/01/2025,20:24:58,Parity Office,C2,f17b4d8b-35fb-63d4-58f4-0002f9e7b5b5,START_SESSION_EVENT,22.0
06/01/2025,20:55:35,Parity Office,C1,bc4502de-29a0-494b-e33c-a61352a429b4,STOP_SESSION_EVENT,0.0
06/01/2025,23:02:54,Parity Office,C1,8b8331d7-c9f1-6de6-dbd4-7ee93489bb3f,START_SESSION_EVENT,22.0
07/01/2025,00:24:45,Parity Office,C2,f17b4d8b-35fb-63d4-58f4-0002f9e7b5b5,STOP_SESSION_EVENT,0.0
07/01/2025,02:33:08,Parity Office,C1,8b8331d7-c9f1-6de6-dbd4-7ee93489bb3f,STOP_SESSION_EVENT,0.0
07/01/2025,04:35:44,Parity Office,C1,05073b7d-be19-d524-b225-c49ccd314dd6,START_SESSION_EVENT,22.0
07/01/2025,04:50:20,Parity Office,C2,5d589c5b-084e-42be-2f0f-da82ea3bb263,START_SESSION_EVENT,22.0
07/01/2025,05:40:14,Parity Office,C3,120838eb-9d4a-d763-3e86-0be0e913361a,START_SESSION_EVENT,11.0
07/01/2025,05:40:20,Parity Office,C1,05073b7d-be19-d524-b225-c49ccd314dd6,DOWNGRADE_EVENT DUE TO THRESHOLD,11.0
07/01/2025,05:58:36,Parity Office,C1,05073b7d-be19-d524-b225-c49ccd314dd6,STOP_SESSION_EVENT,0.0
07/01/2025,06:09:41,Parity Office,C2,5d589c5b-084e-42be-2f0f-da82ea3bb263,STOP_SESSION_EVENT,0.0
07/01/2025,06:25:47,Parity Office,C3,120838eb-9d4a-d763-3e86-0be0e913361a,STOP_SESSION_EVENT,0.0
07/01/2025,09:31:51,Parity Office,C1,1224ea1e-89bd-330e-0199-bb109ddf48ee,START_SESSION_EVENT,22.0
07/01/2025,09:56:25,Parity Office,C2,648d30a6-259f-1fdd-d356-42ffa828c82c,START_SESSION_EVENT,22.0
07/01/2025,13:06:02,Parity Office,C1,1224ea1e-89bd-330e-0199-bb109ddf48ee,DOWNGRADE_EVENT DUE TO THRESHOLD,11.0
07/01/2025,13:06:01,Parity Office,C3,d29d7195-e732-3b1a-6677-d0c2bec9848e,START_SESSION_EVENT,11.0
07/01/2025,13:08:00,Parity Office,C2,648d30a6-259f-1fdd-d356-42ffa828c82c,STOP_SESSION_EVENT,0.0
07/01/2025,13:22:01,Parity Office,C1,1224ea1e-89bd-330e-0199-bb109ddf48ee,STOP_SESSION_EVENT,0.0
07/01/2025,15:28:53,Parity Office,C1,d17ed886-839d-4b5c-540e-5f04899cc192,START_SESSION_EVENT,22.0
07/01/2025,16:31:48,Parity Office,C3,d29d7195-e732-3b1a-6677-d0c2bec9848e,STOP_SESSION_EVENT,0.0
07/01/2025,19:18:08,Parity Office,C1,d17ed886-839d-4b5c-540e-5f04899cc192,STOP_SESSION_EVENT,0.0
08/01/2025,03:53:00,Parity Office,C1,4a56dd14-6e8d-78d0-552b-dfb59ff7f7a5,START_SESSION_EVENT,22.0
08/01/2025,05:34:42,Parity Office,C2,107b5caf-a2f1-0a1f-a124-9299541d4f39,START_SESSION_EVENT,22.0
08/01/2025,05:52:16,Parity Office,C3,5922047a-c616-7021-eda8-0e1d376263b9,START_SESSION_EVENT,11.0
08/01/2025,05:52:32,Parity Office,C1,4a56dd14-6e8d-78d0-552b-dfb59ff7f7a5,DOWNGRADE_EVENT DUE TO THRESHOLD,11.0
08/01/2025,06:22:27,Parity Office,C2,107b5caf-a2f1-0a1f-a124-9299541d4f39,STOP_SESSION_EVENT,0.0
08/01/2025,07:51:09,Parity Office,C1,4a56dd14-6e8d-78d0-552b-dfb59ff7f7a5,STOP_SESSION_EVENT,0.0
08/01/2025,08:49:06,Parity Office,C3,5922047a-c616-7021-eda8-0e1d376263b9,STOP_SESSION_EVENT,0.0
08/01/2025,09:50:53,Parity Office,C1,0cb5e827-7645-ef85-907a-b22786f65fa4,START_SESSION_EVENT,22.0
08/01/2025,13:07:17,Parity Office,C1,0cb5e827-7645-ef85-907a-b22786f65fa4,STOP_SESSION_EVENT,0.0
08/01/2025,14:04:58,Parity Office,C1,05f80549-97d7-5886-f472-1b395d380fce,START_SESSION_EVENT,22.0
08/01/2025,16:51:02,Parity Office,C1,05f80549-97d7-5886-f472-1b395d380fce,STOP_SESSION_EVENT,0.0
08/01/2025,17:00:21,Parity Office,C1,cc3061fa-50a7-0336-d43f-4607df5297e5,START_SESSION_EVENT,22.0
08/01/2025,18:30:22,Parity Office,C1,cc3061fa-50a7-0336-d43f-4607df5297e5,STOP_SESSION_EVENT,0.0
08/01/2025,23:56:57,Parity Office,C1,09679c5f-11ff-b15b-e692-454600303249,START_SESSION_EVENT,22.0
09/01/2025,01:34:08,Parity Office,C1,09679c5f-11ff-b15b-e692-454600303249,STOP_SESSION_EVENT,0.0
09/01/2025,03:54:35,Parity Office,C1,32cd4250-476d-cf79-9400-2619981379a0,START_SESSION_EVENT,22.0
09/01/2025,05:49:53,Parity Office,C1,32cd4250-476d-cf79-9400-2619981379a0,STOP_SESSION_EVENT,0.0
09/01/2025,05:53:44,Parity Office,C1,2519ac08-51fb-0b3d-2c64-645605695e4a,START_SESSION_EVENT,22.0
09/01/2025,08:43:15,Parity Office,C1,2519ac08-51fb-0b3d-2c64-645605695e4a,STOP_SESSION_EVENT,0.0
09/01/2025,08:55:30,Parity Office,C1,ddd31e13-b62e-d21e-d9e4-93cc5ece944e,START_SESSION_EVENT,22.0
09/01/2025,09:06:33,Parity Office,C2,52f5f2f2-0e34-e3ee-014b-1920f448fddf,START_SESSION_EVENT,22.0
09/01/2025,09:40:03,Parity Office,C3,38dd7d52-da7a-8c39-40c3-2968785bd7cd,START_SESSION_EVENT,11.0
09/01/2025,09:40:04,Parity Office,C1,ddd31e13-b62e-d21e-d9e4-93cc5ece944e,DOWNGRADE_EVENT DUE TO THRESHOLD,11.0
09/01/2025,09:52:04,Parity Office,C1,ddd31e13-b62e-d21e-d9e4-93cc5ece944e,STOP_SESSION_EVENT,0.0
09/01/2025,11:37:22,Parity Office,C2,52f5f2f2-0e34-e3ee-014b-1920f448fddf,STOP_SESSION_EVENT,0.0
09/01/2025,12:00:05,Parity Office,C3,38dd7d52-da7a-8c39-40c3-2968785bd7cd,STOP_SESSION_EVENT,0.0
09/01/2025,16:13:30,Parity Office,C1,8b22810e-d2bb-201d-e022-215a0fb3c42d,START_SESSION_EVENT,22.0
09/01/2025,20:05:05,Parity Office,C1,8b22810e-d2bb-201d-e022-215a0fb3c42d,STOP_SESSION_EVENT,0.0
09/01/2025,23:19:40,Parity Office,C1,267ac099-753a-5ee5-40a9-0facf35ad667,START_SESSION_EVENT,22.0
10/01/2025,01:44:01,Parity Office,C2,240f3dc1-2b7d-a833-259c-8e57f32ef678,START_SESSION_EVENT,22.0
10/01/2025,02:57:00,Parity Office,C1,267ac099-753a-5ee5-40a9-0facf35ad667,STOP_SESSION_EVENT,0.0
10/01/2025,02:57:41,Parity Office,C1,d0af6c61-2214-965b-5314-913bd7fd387b,START_SESSION_EVENT,22.0
10/01/2025,03:55:19,Parity Office,C2,240f3dc1-2b7d-a833-259c-8e57f32ef678,STOP_SESSION_EVENT,0.0
10/01/2025,04:49:04,Parity Office,C2,07baf829-7735-66e6-ea96-9dff31023fe6,START_SESSION_EVENT,22.0
10/01/2025,06:12:10,Parity Office,C1,d0af6c61-2214-965b-5314-913bd7fd387b,STOP_SESSION_EVENT,0.0
10/01/2025,07:58:58,Parity Office,C2,07baf829-7735-66e6-ea96-9dff31023fe6,STOP_SESSION_EVENT,0.0
10/01/2025,08:48:46,Parity Office,C1,2263aab4-ccda-8843-7864-62650b2f15e1,START_SESSION_EVENT,22.0
10/01/2025,09:20:52,Parity Office,C2,e8604f7c-514c-647a-7d9c-1bee3de8f411,START_SESSION_EVENT,22.0
10/01/2025,09:21:10,Parity Office,C3,204b6c22-1163-c865-f4d3-d8f71ca7f6e8,START_SESSION_EVENT,11.0
10/01/2025,09:21:11,Parity Office,C1,2263aab4-ccda-8843-7864-62650b2f15e1,DOWNGRADE_EVENT DUE TO THRESHOLD,11.0
10/01/2025,09:57:28,Parity Office,N/A,N/A,NOT_AVAILABLE_CONNECTOR_EVENT,0.0
10/01/2025,10:36:44,Parity Office,C2,e8604f7c-514c-647a-7d9c-1bee3de8f411,STOP_SESSION_EVENT,0.0
10/01/2025,11:44:43,Parity Office,C1,2263aab4-ccda-8843-7864-62650b2f15e1,STOP_SESSION_EVENT,0.0
10/01/2025,12:58:49,Parity Office,C3,204b6c22-1163-c865-f4d3-d8f71ca7f6e8,STOP_SESSION_EVENT,0.0
10/01/2025,14:18:20,Parity Office,C1,8f75f5d8-b6d2-c285-1a4f-eceda164bb4d,START_SESSION_EVENT,22.0
10/01/2025,17:58:23,Parity Office,C1,8f75f5d8-b6d2-c285-1a4f-eceda164bb4d,STOP_SESSION_EVENT,0.0
11/01/2025,02:16:25,Parity Office,C1,c41d3358-66a3-d0eb-ca2a-1dab9bf02971,START_SESSION_EVENT,22.0
11/01/2025,02:55:57,Parity Office,C1,c41d3358-66a3-d0eb-ca2a-1dab9bf02971,STOP_SESSION_EVENT,0.0
11/01/2025,09:26:23,Parity Office,C1,c116e8f8-37ca-f611-6187-556bffbbf5e2,START_SESSION_EVENT,22.0
11/01/2025,10:23:55,Parity Office,C1,c116e8f8-37ca-f611-6187-556bffbbf5e2,STOP_SESSION_EVENT,0.0
11/01/2025,14:23:32,Parity Office,C1,64759d0d-1c19-e078-2541-9eae67a43c19,START_SESSION_EVENT,22.0
11/01/2025,18:13:09,Parity Office,C1,64759d0d-1c19-e078-2541-9eae67a43c19,STOP_SESSION_EVENT,0.0
11/01/2025,18:14:15,Parity Office,C1,d774db8e-a213-f546-23ed-9ef1add50630,START_SESSION_EVENT,22.0
11/01/2025,20:27:58,Parity Office,C1,d774db8e-a213-f546-23ed-9ef1add50630,STOP_SESSION_EVENT,0.0
11/01/2025,20:28:16,Parity Office,C1,f990c1e2-3059-45c2-56ff-438bb13a2cce,START_SESSION_EVENT,22.0
11/01/2025,21:26:14,Parity Office,C1,f990c1e2-3059-45c2-56ff-438bb13a2cce,STOP_SESSION_EVENT,0.0
12/01/2025,01:07:30,Parity Office,C1,3eb57f0e-6b78-4b90-352e-4084b20874a1,START_SESSION_EVENT,22.0
12/01/2025,02:58:04,Parity Office,C1,3eb57f0e-6b78-4b90-352e-4084b20874a1,STOP_SESSION_EVENT,0.0
12/01/2025,04:58:40,Parity Office,C1,84f7c168-3432-60cd-65ba-a20dc4967c9b,START_SESSION_EVENT,22.0
12/01/2025,07:17:28,Parity Office,C1,84f7c168-3432-60cd-65ba-a20dc4967c9b,STOP_SESSION_EVENT,0.0
12/01/2025,07:36:27,Parity Office,C1,9eef6d8c-bccf-cc07-2484-77db63bde0b3,START_SESSION_EVENT,22.0
12/01/2025,09:25:20,Parity Office,C2,fdc5566c-3820-2d2d-dfc5-17231ca27684,START_SESSION_EVENT,22.0
12/01/2025,09:43:12,Parity Office,C1,9eef6d8c-bccf-cc07-2484-77db63bde0b3,DOWNGRADE_EVENT DUE TO THRESHOLD,11.0
12/01/2025,09:43:11,Parity Office,C3,4f9ebcaa-f522-f253-9a61-14d3594656c3,START_SESSION_EVENT,11.0
12/01/2025,10:04:23,Parity Office,C2,fdc5566c-3820-2d2d-dfc5-17231ca27684,STOP_SESSION_EVENT,0.0
12/01/2025,10:18:43,Parity Office,C1,9eef6d8c-bccf-cc07-2484-77db63bde0b3,STOP_SESSION_EVENT,0.0
12/01/2025,11:33:06,Parity Office,C1,ac0b0526-6aa6-18ae-c64b-441746f2f166,START_SESSION_EVENT,22.0
12/01/2025,11:41:53,Parity Office,C2,aafefe5f-6f05-7591-4e4d-e1d82cd19e7a,START_SESSION_EVENT,11.0
12/01/2025,12:31:17,Parity Office,C3,4f9ebcaa-f522-f253-9a61-14d3594656c3,STOP_SESSION_EVENT,0.0
12/01/2025,13:37:53,Parity Office,C1,ac0b0526-6aa6-18ae-c64b-441746f2f166,STOP_SESSION_EVENT,0.0
12/01/2025,14:02:04,Parity Office,C2,aafefe5f-6f05-7591-4e4d-e1d82cd19e7a,STOP_SESSION_EVENT,0.0
13/01/2025,01:38:27,Parity Office,C1,b4ddd3b3-d4cd-7643-dcbb-827f5caf4300,START_SESSION_EVENT,22.0
13/01/2025,01:51:09,Parity Office,C2,0b463d29-ec03-abb0-8ace-907f5a1bd80e,START_SESSION_EVENT,22.0
13/01/2025,02:18:29,Parity Office,C3,32080fcb-89b9-938f-879c-b5b2ecac6ab2,START_SESSION_EVENT,11.0
13/01/2025,02:18:30,Parity Office,C1,b4ddd3b3-d4cd-7643-dcbb-827f5caf4300,DOWNGRADE_EVENT DUE TO THRESHOLD,11.0
13/01/2025,03:09:19,Parity Office,C1,b4ddd3b3-d4cd-7643-dcbb-827f5caf4300,STOP_SESSION_EVENT,0.0
13/01/2025,04:02:57,Parity Office,C2,0b463d29-ec03-abb0-8ace-907f5a1bd80e,STOP_SESSION_EVENT,0.0
13/01/2025,05:01:34,Parity Office,C3,32080fcb-89b9-938f-879c-b5b2ecac6ab2,STOP_SESSION_EVENT,0.0
13/01/2025,06:37:53,Parity Office,C1,0ed080b7-c7ee-4db0-44f0-40ee33c0fa80,START_SESSION_EVENT,22.0
13/01/2025,07:16:44,Parity Office,C2,40b1f211-1344-6159-6c87-4a7aa0bbee7a,START_SESSION_EVENT,22.0
13/01/2025,08:44:22,Parity Office,C1,0ed080b7-c7ee-4db0-44f0-40ee33c0fa80,STOP_SESSION_EVENT,0.0
13/01/2025,09:25:57,Parity Office,C1,1c95728e-f0ef-9313-5d45-d66b7a0c4633,START_SESSION_EVENT,22.0
13/01/2025,09:32:41,Parity Office,C2,40b1f211-1344-6159-6c87-4a7aa0bbee7a,STOP_SESSION_EVENT,0.0
13/01/2025,11:26:15,Parity Office,C1,1c95728e-f0ef-9313-5d45-d66b7a0c4633,STOP_SESSION_EVENT,0.0
13/01/2025,20:56:28,Parity Office,C1,72977959-ff28-abba-b84d-cb180b666738,START_SESSION_EVENT,22.0
14/01/2025,00:29:26,Parity Office,C2,cd81eeae-eae7-8361-1d47-bf7523400931,START_SESSION_EVENT,22.0
14/01/2025,00:49:14,Parity Office,C1,72977959-ff28-abba-b84d-cb180b666738,STOP_SESSION_EVENT,0.0
14/01/2025,01:39:51,Parity Office,C2,cd81eeae-eae7-8361-1d47-bf7523400931,STOP_SESSION_EVENT,0.0
14/01/2025,02:22:41,Parity Office,C1,c7578ca0-e8fc-2476-32f1-d63d7fb64551,START_SESSION_EVENT,22.0
14/01/2025,03:17:40,Parity Office,C1,c7578ca0-e8fc-2476-32f1-d63d7fb64551,STOP_SESSION_EVENT,0.0
14/01/2025,09:07:00,Parity Office,C1,2880e6ff-5aba-f572-1395-bc337e739f38,START_SESSION_EVENT,22.0
14/01/2025,09:44:24,Parity Office,C2,22b7e56e-4256-1772-fc02-70c58757c1b4,START_SESSION_EVENT,22.0
14/01/2025,09:55:49,Parity Office,C3,8272394a-41fd-320b-e944-ae046c43d32b,START_SESSION_EVENT,11.0
14/01/2025,09:55:51,Parity Office,C1,2880e6ff-5aba-f572-1395-bc337e739f38,DOWNGRADE_EVENT DUE TO THRESHOLD,11.0
14/01/2025,09:57:39,Parity Office,N/A,N/A,NOT_AVAILABLE_CONNECTOR_EVENT,0.0
14/01/2025,10:50:14,Parity Office,C3,8272394a-41fd-320b-e944-ae046c43d32b,STOP_SESSION_EVENT,0.0
14/01/2025,11:27:37,Parity Office,C2,22b7e56e-4256-1772-fc02-70c58757c1b4,STOP_SESSION_EVENT,0.0
14/01/2025,12:03:21,Parity Office,C1,2880e6ff-5aba-f572-1395-bc337e739f38,STOP_SESSION_EVENT,0.0
14/01/2025,15:44:55,Parity Office,C1,54294501-d688-3b44-8b6c-4f29f54f4ea3,START_SESSION_EVENT,22.0
14/01/2025,16:52:31,Parity Office,C1,54294501-d688-3b44-8b6c-4f29f54f4ea3,STOP_SESSION_EVENT,0.0
15/01/2025,07:20:39,Parity Office,C1,0a5aed1b-4f30-82bf-f11c-f6ed6b6e4031,START_SESSION_EVENT,22.0
15/01/2025,07:37:12,Parity Office,C2,ab03323f-3077-6f71-d7b3-aec0c10b25dc,START_SESSION_EVENT,22.0
15/01/2025,09:15:11,Parity Office,C2,ab03323f-3077-6f71-d7b3-aec0c10b25dc,STOP_SESSION_EVENT,0.0
15/01/2025,09:33:12,Parity Office,C2,5e71ffa6-17b8-384f-9f6e-4e54ca233666,START_SESSION_EVENT,22.0
15/01/2025,09:35:05,Parity Office,C3,b328543f-4cd4-4beb-ce1e-8ecd9590533c,START_SESSION_EVENT,11.0
15/01/2025,09:35:06,Parity Office,C1,0a5aed1b-4f30-82bf-f11c-f6ed6b6e4031,DOWNGRADE_EVENT DUE TO THRESHOLD,11.0
15/01/2025,09:44:04,Parity Office,N/A,N/A,NOT_AVAILABLE_CONNECTOR_EVENT,0.0
15/01/2025,11:16:57,Parity Office,C1,0a5aed1b-4f30-82bf-f11c-f6ed6b6e4031,STOP_SESSION_EVENT,0.0
15/01/2025,11:35:56,Parity Office,C3,b328543f-4cd4-4beb-ce1e-8ecd9590533c,STOP_SESSION_EVENT,0.0
15/01/2025,11:49:57,Parity Office,C2,5e71ffa6-17b8-384f-9f6e-4e54ca233666,STOP_SESSION_EVENT,0.0
15/01/2025,13:37:03,Parity Office,C1,e020d247-770e-3381-88f1-b838288fbaed,START_SESSION_EVENT,22.0
15/01/2025,15:29:16,Parity Office,C1,e020d247-770e-3381-88f1-b838288fbaed,STOP_SESSION_EVENT,0.0
15/01/2025,21:20:58,Parity Office,C1,d69d5b32-2ebb-0bcf-2ee3-05dc7e38537a,START_SESSION_EVENT,22.0
15/01/2025,23:26:15,Parity Office,C2,331aeaf5-f9c8-d3bd-84ca-96055232f096,START_SESSION_EVENT,22.0
16/01/2025,00:21:54,Parity Office,C1,d69d5b32-2ebb-0bcf-2ee3-05dc7e38537a,STOP_SESSION_EVENT,0.0
16/01/2025,01:04:50,Parity Office,C2,331aeaf5-f9c8-d3bd-84ca-96055232f096,STOP_SESSION_EVENT,0.0
16/01/2025,09:46:37,Parity Office,C1,f0639043-3b33-ac6b-75e0-c85713b6869a,START_SESSION_EVENT,22.0
16/01/2025,09:48:01,Parity Office,C2,9e9ce38c-bd3a-b433-3ca4-de8f15a19e4f,START_SESSION_EVENT,22.0
16/01/2025,09:55:08,Parity Office,C1,f0639043-3b33-ac6b-75e0-c85713b6869a,DOWNGRADE_EVENT DUE TO THRESHOLD,11.0
16/01/2025,09:55:08,Parity Office,C3,d970658d-f731-9985-a03c-81cdda3148dc,START_SESSION_EVENT,11.0
16/01/2025,12:07:40,Parity Office,C3,d970658d-f731-9985-a03c-81cdda3148dc,STOP_SESSION_EVENT,0.0
16/01/2025,12:23:03,Parity Office,C1,f0639043-3b33-ac6b-75e0-c85713b6869a,STOP_SESSION_EVENT,0.0
